country,indicator,v1960,v1961,v1962,v1963,v1964,v1965,v1966,v1967,v1968,v1969,v1970,v1971,v1972,v1973,v1974,v1975,v1976,v1977,v1978,v1979,v1980,v1981,v1982,v1983,v1984,v1985,v1986,v1987,v1988,v1989,v1990,v1991,v1992,v1993,v1994,v1995,v1996,v1997,v1998,v1999,v2000,v2001,v2002,v2003,v2004,v2005,v2006,v2007,v2008,v2009,v2010,v2011,v2012,v2013,v2014,v2015,v2016,v2017,v2018,v2019,v2020,v2021,v2022,v2023,v2029,v2024,v2025,v2026,v2027,v2028,pop2029
BRB,EXCH,1.7142900007,1.7142900007,1.7142900007,1.7142900007,1.7142900007,1.7142900007,1.7142900007,1.7380991673,2.000000001,2.000000001,2.000000001,1.974876152,1.9212807104,1.9592205374,2.0532309108,2.0188665976,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
BRN,EXCH,3.0612200021,3.0612200021,3.0612200021,3.0612200021,3.0612200021,3.0612200021,3.0612200021,3.0612200021,3.0612200021,3.0612200021,3.0612200021,3.0522604298,2.8195558683,2.4585796549,2.4368666658,2.3712999991,2.4708416659,2.4393999993,2.2740249992,2.1745583325,2.1412083326,2.112691666,2.1400249992,2.113049999,2.133083333,2.2001499997,2.1774166665,2.1059833333,2.012425,1.9502583333,1.8125333333,1.72755,1.6289666667,1.6157908333,1.5274441667,1.417375,1.4100408333,1.4848058333,1.6736016667,1.6949566667,1.7239633333,1.7917225,1.7905883333,1.7421833333,1.6902283333,1.6643975,1.5889333333,1.5071016667,1.4171666667,1.4545692733,1.3635094737,1.25791302,1.2495670165,1.25116567,1.267040123,1.374910845,1.3813468769,1.380891164,1.3489185654,1.3642185141,1.37970343,1.343806963,1.378956397,1.343079601,NA,NA,NA,NA,NA,NA,NA
BTN,EXCH,4.7619000038,4.7619000038,4.7619000038,4.7619000038,4.7619000038,4.7619000038,6.3591250054,7.5000000065,7.5000000065,7.5000000065,7.5000000065,7.491935231,7.5944683739,7.7420385621,8.1016032272,8.3758919457,8.9604127281,8.7385761713,8.1928403484,8.1257909464,7.8629447011,8.6585228171,9.4551319335,10.098898244,11.362583333,12.36875,12.610833333,12.9615,13.917083333,16.2255,17.5035,22.742433333,25.918083333,30.493291667,31.3737425,32.427076667,35.433173333,36.313285833,41.259365,43.055428333,44.941605,47.186414167,48.610319167,46.583284167,45.316466667,44.099975,45.307008333,41.348533333,43.505183333,48.405266667,45.725812121,46.67046667,53.437233333,58.59784542,61.02951446,64.15194446,67.195312807,65.12156865,68.389467094,70.420340536,74.09956688,73.91801282,78.60449058,82.60099645,NA,NA,NA,NA,NA,NA,NA
BWA,EXCH,0.7133208822,0.7146944351,0.7132654943,0.7152871853,0.7172586462,0.7163344011,0.7169834316,0.7170496191,0.7169981561,0.7180571254,0.71641352,0.7124437617,0.772828411,0.6941141376,0.6794770036,0.7395077005,0.869564999,0.8419596657,0.828156999,0.8150066657,0.777224999,0.8367383323,1.0296608325,1.0969258325,1.2983733329,1.9025666664,1.8791441665,1.6789408333,1.8285875,2.0148858333,1.8604658333,2.0215566667,2.109725,2.423075,2.6846455,2.7722066667,3.3241966667,3.6507633333,4.22588,4.62439525,5.1022416667,5.8414166667,6.3277916667,4.9496666667,4.6938333333,5.11675,5.8303,6.1394083333,6.8268583333,7.1551416667,6.793625,6.838233333,7.640525,8.398908333,8.976083333,10.12899167,10.901158333,10.34741667,10.199975,10.755866667,11.45624167,11.08725833,12.36880833,13.59638333,NA,NA,NA,NA,NA,NA,NA
CAF,EXCH,245.1951014,245.26010162,245.01385069,245.0163507,245.02718408,245.06093421,245.67843656,246.00093779,247.56469376,259.96057435,276.40313703,275.35645669,252.02762746,222.88918305,240.70466764,214.31290034,238.95049427,245.67968657,225.65586023,212.72164426,211.27955541,271.73145255,328.6062527,381.06603602,436.95666579,449.26296271,346.30590355,300.5365624,297.84821882,319.00829949,272.26478795,282.10690881,264.69180075,283.1625795,555.20469566,499.1484259,511.55243027,583.66937235,589.95177457,615.47334932,710.20797703,732.39769326,693.7132265,579.89742617,527.33803229,527.25836265,522.4256249,478.63371848,446.00004143,470.29342334,494.79426222,471.2486257,510.55633845,493.8996239,493.7573299,591.211698,592.60561506,580.6567496,555.4464584,585.91101318,575.5860045,554.530675,623.7597009,606.5697502,NA,NA,NA,NA,NA,NA,NA
CAL,EXCH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAN,EXCH,0.9697667867,1.0130625158,1.0687692241,1.0785143442,1.0785984192,1.0779842842,1.0773415667,1.0787104242,1.0774714008,1.0767805125,1.0442187442,1.0098105442,0.9906625558,1.00009014,0.9780175256,1.0171592633,0.9860283041,1.0634416108,1.1406591708,1.1714244958,1.1692268667,1.1989031208,1.2337349117,1.2324118274,1.2950656108,1.3655073917,1.3894710592,1.3259825817,1.2307008467,1.1839720842,1.1667736267,1.1457258442,1.20872292,1.2900878817,1.3656734475,1.3724454183,1.3635216358,1.3845980283,1.4835053017,1.4857048192,1.485394095,1.548839955,1.5703428342,1.4010145475,1.301281595,1.2114051342,1.1343447258,1.0740456217,1.0670869183,1.1415354059,1.0301127352,0.989258159,0.9993647436,1.030137364,1.104747132,1.278786204,1.3256151637,1.297935846,1.2958179281,1.3267933627,1.341152672,1.253876902,1.301554775,1.349908641,NA,NA,NA,NA,NA,NA,NA
CAU,EXCH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CEA,EXCH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CEI,EXCH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHE,EXCH,4.3729500034,4.3729500034,4.3729500034,4.3729500034,4.3729500034,4.3729500034,4.3729500034,4.3729500034,4.3729500034,4.3729500034,4.3729500034,4.1338541683,3.819249999,3.1648333324,2.979249999,2.5812833324,2.4996416658,2.4035249993,1.7880249993,1.6627249991,1.6757083326,1.9642416659,2.0302749991,2.0991416658,2.3496833328,2.457125,1.7989166665,1.4911916667,1.4633,1.635925,1.3891583333,1.4339916667,1.4062183333,1.4776166667,1.3676925,1.1824691667,1.23601,1.4513125,1.4498133083,1.502155,1.6888425,1.687615,1.5586075,1.3466508333,1.2434958333,1.2451766667,1.2538433333,1.2003658333,1.08309,1.0881416963,1.0429056457,0.888042028,0.9376844807,0.926903548,0.916151047,0.962381328,0.9853943942,0.984691667,0.9778916667,0.9937091667,0.938965,0.913845833,0.9548325,0.89849,NA,NA,NA,NA,NA,NA,NA
CHL,EXCH,0.0010489694,0.001050136,0.0010576358,0.001621786,0.0023074326,0.0031566578,0.0038511376,0.0050682687,0.0068764659,0.0086175817,0.0112775041,0.0122086436,0.0208352251,0.0716419085,0.5928262613,4.9104166667,13.054166667,21.535833333,31.655833333,37.245833333,39,39,50.908333333,78.788333333,98.4775,160.86,192.93,219.40666667,245.01166667,266.95416667,304.90333333,349.21583333,362.57583333,404.16583333,420.17666667,396.77333333,412.26666667,419.295,460.2875,508.77666667,539.5875,634.93833333,688.93666667,691.3975,609.52916667,559.7675,530.275,522.46416667,522.46103583,560.85989484,510.24916667,483.6675,486.47130339,495.2728776,570.3482161,654.1240843,676.95773604,648.8337926,641.27681307,702.89742256,792.7272061,758.9553787,873.3141895,840.0665267,NA,NA,NA,NA,NA,NA,NA
CHN,EXCH,2.4618088988,2.4618088988,2.4618088988,2.4618088988,2.4618088988,2.4618088988,2.4618088988,2.4618088988,2.4618088988,2.4618088988,2.4618088988,2.4618088988,2.2450664486,1.9894155246,1.9611070889,1.8598233894,1.941415351,1.8578233822,1.6835894189,1.554938954,1.4983860581,1.7045416658,1.8925416658,1.9756749992,2.3200416663,2.9366583333,3.4527916666,3.7221,3.7221,3.7651083333,4.7832083333,5.3233916667,5.5145916667,5.7619583333,8.6187426667,8.3514166667,8.314175,8.2898166667,8.2789583333,8.27825,8.2785041667,8.2770683333,8.2769575,8.2770366667,8.2768008333,8.1943166667,7.9734383333,7.6075325,6.948655,6.8314160518,6.7702690287,6.461461327,6.3123328268,6.195758346,6.143434094,6.227488673,6.6444778294,6.758755086,6.6159571774,6.9083850099,6.900767269,6.44897518,6.737158112,7.083998423,NA,NA,NA,NA,NA,NA,NA
CIV,EXCH,245.1951014,245.26010162,245.01385069,245.0163507,245.02718408,245.06093421,245.67843656,246.00093779,247.56469376,259.96057435,276.40313703,275.35645669,252.02762746,222.88918305,240.70466764,214.31290034,238.95049427,245.67968657,225.65586023,212.72164426,211.27955541,271.73145255,328.6062527,381.06603602,436.95666579,449.26296271,346.30590355,300.5365624,297.84821882,319.00829949,272.26478795,282.10690881,264.69180075,283.1625795,555.20469566,499.1484259,511.55243027,583.66937235,589.95177457,615.47334932,710.20797703,732.39769326,693.7132265,579.89742617,527.33803229,527.25836265,522.4256249,478.63371848,446.00004143,470.29342334,494.79426222,471.2486257,510.55633845,493.8996239,493.7573299,591.211698,592.60561506,580.6567496,555.4464584,585.91101318,575.5860045,554.530675,623.7597009,606.5697502,NA,NA,NA,NA,NA,NA,NA
CMR,EXCH,245.1951014,245.26010162,245.01385069,245.0163507,245.02718408,245.06093421,245.67843656,246.00093779,247.56469376,259.96057435,276.40313703,275.35645669,252.02762746,222.88918305,240.70466764,214.31290034,238.95049427,245.67968657,225.65586023,212.72164426,211.27955541,271.73145255,328.6062527,381.06603602,436.95666579,449.26296271,346.30590355,300.5365624,297.84821882,319.00829949,272.26478795,282.10690881,264.69180075,283.1625795,555.20469566,499.1484259,511.55243027,583.66937235,589.95177457,615.47334932,710.20797703,732.39769326,693.7132265,579.89742617,527.33803229,527.25836265,522.4256249,478.63371848,446.00004143,470.29342334,494.79426222,471.2486257,510.55633845,493.8996239,493.7573299,591.211698,592.60561506,580.6567496,555.4464584,585.91101318,575.5860045,554.530675,623.7597009,606.5697502,NA,NA,NA,NA,NA,NA,NA
COD,EXCH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-10,2e-10,2e-10,4e-10,6e-10,1.3e-9,2.4e-9,5.19e-8,2.1514e-6,2.51442e-5,0.0119411917,0.0702447167,0.501849175,1.3134476,1.6066598831,4.0183333322,21.818333327,206.61749994,346.4849999,405.17818323,399.47579167,473.90800833,468.278825,516.74989167,559.29250833,809.78583333,905.91345833,919.4913,919.75501667,919.5659074,925.2262825,925.9849613,1010.3027572,1464.417932,1622.5235016,1647.7601273,1851.122162,1989.391471,NA,NA,NA,NA,NA,NA,NA,NA,NA
COG,EXCH,245.1951014,245.26010162,245.01385069,245.0163507,245.02718408,245.06093421,245.67843656,246.00093779,247.56469376,259.96057435,276.40313703,275.35645669,252.02762746,222.88918305,240.70466764,214.31290034,238.95049427,245.67968657,225.65586023,212.72164426,211.27955541,271.73145255,328.6062527,381.06603602,436.95666579,449.26296271,346.30590355,300.5365624,297.84821882,319.00829949,272.26478795,282.10690881,264.69180075,283.1625795,555.20469566,499.1484259,511.55243027,583.66937235,589.95177457,615.47334932,710.20797703,732.39769326,693.7132265,579.89742617,527.33803229,527.25836265,522.4256249,478.63371848,446.00004143,470.29342334,494.79426222,471.2486257,510.55633845,493.8996239,493.7573299,591.211698,592.60561506,580.6567496,555.4464584,585.91101318,575.5860045,554.530675,623.7597009,606.5697502,NA,NA,NA,NA,NA,NA,NA
COL,EXCH,6.635,6.7,6.9616666667,9,9,10.5,13.5,14.506666667,16.291666667,17.321666667,18.444166667,19.933333333,21.866666667,23.571666667,26.061666667,30.9275,34.695,36.774166667,39.095,42.548333333,47.278333333,54.489166667,64.085833333,78.8575,100.8175,142.31166667,194.26083333,242.60666667,299.17333333,382.56666667,502.26,627.1525,680.38583333,786.34666667,826.54,912.895,1036.6225,1141.1166667,1426.4241667,1756.6858333,2087.9183333,2299.8933333,2504.6808333,2877.5433333,2628.3683333,2321.1316667,2358.5946053,2077.8109583,1965.1375,2157.5983333,1898.9975,1848.016667,1798.0116667,1868.895,2001.105,2741.781667,3055.255,2951.486911,2955.70397,3281.6221938,3693.275833,3744.244167,4256.194167,4325.955,NA,NA,NA,NA,NA,NA,NA
COM,EXCH,245.19302363,245.2580233,245.01177445,245.01427444,245.02510773,245.05885758,245.67635469,245.99885319,247.56259591,259.95837146,276.40079480000003,275.35431255,252.0254918,222.8872943,240.70262792,214.31108427,238.94846941,245.67760469,225.65394804,212.71984167,211.27776504,271.72914991,328.60346811,381.06280689,436.95296304,449.25915568,346.30296898,300.53401567,297.84569487,319.00559623,272.2624808,282.10451825,264.68955777,283.16018,416.39882095,374.35709325,383.65999151,437.74708747,442.45883594,461.79299846,532.65598277,549.29826995,520.28491987,434.92306963,395.50352422,395.44377199,391.81921867,358.97528886,334.50003107,352.72006751,371.09569667,353.4364693,382.91725384,370.4247179,370.3179974,443.4087735,444.4542113,435.4925622,416.5848438,439.46311032,430.7209122,415.9558491,467.1842612,454.9912367,NA,NA,NA,NA,NA,NA,NA
CPV,EXCH,28.750000029,28.750000029,28.750000029,28.750000029,28.750000029,28.750000029,28.750000029,28.750000029,28.750000029,28.750000029,28.750000029,28.360170288,27.053416667,24.515166667,25.408166667,25.54325,30.229083333,34.046491666,35.500749999,37.432999999,40.174916666,48.694666666,58.293333332,71.685833333,84.877916666,91.631666666,80.144916667,72.465833333,72.0675,77.978083333,70.031333333,71.408333333,68.017583333,80.426597363,81.890833333,76.853333333,82.591466667,93.176666667,98.1575,102.7,115.87655158,123.21333333,117.25583333,97.7875,88.747924902,88.646168526,87.926064911,80.615027158,75.336003839,80.035417728,83.278689376,79.27688148,86.318954185,83.0725,83.0345,99.38569354,99.688113636,97.80693777,93.413578909,98.495178588,96.79574279,93.21809241,104.8630658,101.9669959,NA,NA,NA,NA,NA,NA,NA
CRI,EXCH,5.6150000046,5.9516666716,6.6250000056,6.6250000056,6.6250000056,6.6250000056,6.6250000056,6.6250000056,6.6250000056,6.6250000056,6.6250000056,6.6258333384,6.634999999,6.6467583323,7.929999999,8.569999999,8.569999999,8.569999999,8.569999999,8.569999999,8.5699999991,21.763333333,37.406666666,41.094166666,44.532683333,50.45335,55.985891667,62.7762,75.804733333,81.504208333,91.579291667,122.43241667,134.50633333,142.17166667,157.06666667,179.72916667,207.68916667,232.5975,257.22916667,285.68469483,308.18666667,328.87083333,359.81752688,398.66222222,437.935,477.78674149,511.30181794,516.61739023,526.23551344,573.28795673,525.82920072,505.6642399,502.90146198,499.7668326,538.3172003,534.56577,544.73936723,567.5130903,576.97250125,587.29459569,584.900855,620.78472,647.1358176,544.0507755,NA,NA,NA,NA,NA,NA,NA
CSK,EXCH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CUB,EXCH,0.999999999,0.999999999,0.999999999,0.999999999,0.999999999,0.999999999,0.999999999,0.999999999,0.999999999,0.999999999,0.999999999,0.999999999,0.920999999,0.8366666657,0.821999999,0.829,0.829,0.829,0.785,0.73,0.715,0.77,0.84,0.86,0.885,0.905,0.852,0.783,0.775,0.784,0.746,0.873,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9231,0.9259,0.9259,0.9259,0.9259,0.9847,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA
CYP,EXCH,0.6102150446,0.6102150446,0.6102150446,0.6102150446,0.6102150446,0.6102150446,0.6102150446,0.6186897077,0.7119178368,0.7119178368,0.7119178368,0.7017755786,0.6553716721,0.597926783,0.6231149855,0.6303150319,0.7013740573,0.6973178375,0.6381848502,0.6056035293,0.6032251561,0.720057614,0.8122452048,0.8998195717,1.0053171677,1.0466072301,0.8852998766,0.8220030276,0.797282982,0.8451169879,0.7826761483,0.7935240588,0.7681000694,0.8498668999,0.840958252,0.7730054641,0.7967396467,0.8780451549,0.88475825,0.9276817354,1.0634489145,1.0988135472,1.0433745562,0.8841038556,0.800652344,0.7929123795,0.7841045391,0.7280777892,0.67992268,0.716957702,0.7543089901,0.718413899,0.77833812040000006,0.752945123,0.752728197,0.901296423,0.9034214363,0.885205508,0.8467726671,0.8932762571,0.875506397,0.845494139,0.949623753,0.924839558,NA,NA,NA,NA,NA,NA,NA
CZE,EXCH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.152833333,28.785083333,26.540666667,27.144916667,31.698416667,32.281166667,34.56925,38.598416667,38.035328333,32.738518333,28.209,25.69975,23.957416667,22.595583333,20.293666667,17.071666667,19.063,19.09825,17.69591667,19.5775,19.57058333,20.7575,24.59875,24.439916667,23.37633333,21.729916667,22.93225,23.21025,21.67816667,23.357,22.19808333,NA,NA,NA,NA,NA,NA,NA
DEU,EXCH,2.147425901,2.0622088832,2.0451675248,2.0451675248,2.0451675248,2.0451675248,2.0451675248,2.0451675248,2.0451675248,2.0161926139,1.8713282852,1.7933000312,1.6303257441,1.3664786817,1.3230955656,1.2579263024,1.2874329569,1.1873117807,1.0269910984,0.9371366632,0.9293599137,1.1555196515,1.240695766,1.3054611086,1.4551060164,1.5052279595,1.1102600942,0.9189909143,0.8979461405,0.9612491883,0.8261096312,0.8485093285,0.7984589663,0.845329093,0.8297193519,0.7327477337,0.7693766841,0.8866107995,0.8997049846,0.9382830724,1.0827050813,1.1165330856,1.0575589962,0.8840479272,0.8039216477,0.8038001922,0.7964327309,0.7296724,0.67992268,0.716957702,0.7543089901,0.718413899,0.77833812040000006,0.752945123,0.752728197,0.901296423,0.9034214363,0.885205508,0.8467726671,0.8932762571,0.875506397,0.845494139,0.949623753,0.924839558,NA,NA,NA,NA,NA,NA,NA
DJI,EXCH,214.39200021,214.39200021,214.39200021,214.39200021,214.39200021,214.39200021,214.39200021,214.39200021,214.39200021,214.39200021,214.39200021,213.7787502,197.466,179.94233333,177.721,177.721,177.721,177.721,177.721,177.721,177.721,177.721,177.721,177.721,177.721,177.721,177.721,177.721,177.721,177.721,177.721,177.721,177.721,177.721,177.721,177.721,177.721,177.721,177.721,177.721,177.721,177.721,177.721,177.721,177.721,177.721,177.721,177.721,177.721,177.721,177.721,177.721,177.721,177.721,177.721,177.721,177.721,177.721,177.721,177.721,177.721,177.721,177.721,177.721,NA,NA,NA,NA,NA,NA,NA
DMA,EXCH,1.7142900007,1.7142900007,1.7142900007,1.7142900007,1.7142900007,1.7142900007,1.7142900007,1.7619083341,2.000000001,2.000000001,2.000000001,1.9748727332,1.9212781495,1.959219236,2.0532324085,2.1697958323,2.6146708328,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,NA,NA,NA,NA,NA,NA,NA
DNK,EXCH,6.9071400059,6.9071400059,6.9071400059,6.9071400059,6.9071400059,6.9071400059,6.9071400059,6.956541672,7.5000000065,7.5000000065,7.5000000065,7.4263379687,6.9492916657,6.049499999,6.094899999,5.746149999,6.045024999,6.0031916657,5.514624999,5.2609583323,5.6359416657,7.1233666657,8.3324416662,9.1449916658,10.356591666,10.596391666,8.0909916666,6.8403166667,6.731525,7.310175,6.1885583333,6.3964583333,6.0361333333,6.4839391667,6.3605516667,5.6023666667,5.7986716667,6.6044591667,6.7008266667,6.97624,8.0831441667,8.3228175,7.8947141667,6.5876733333,5.9910566667,5.99691,5.9467783333,5.4437008333,5.0981308333,5.3608666667,5.624075,5.368711535,5.792475537,5.616311686,5.612466667,6.727906831,6.7317182572,6.602893466,6.3146187867,6.669446615,6.542152204,6.287113083,7.076151863,6.889702586,NA,NA,NA,NA,NA,NA,NA
DOM,EXCH,1,1,1,1,1,1,1,1,1,1,1,0.9999999999,1,0.9999999999,0.9999999995,0.999999999,0.999999999,0.999999999,0.999999999,0.999999999,0.999999999,0.999999999,0.999999999,0.999999999,0.9999999996,3.1126083333,2.9043333333,3.8447583333,6.1125166667,6.34,8.5253,12.575918964,12.5,12.5,12.616780303,12.87,12.896349206,14.005921053,14.703110844,15.834429907,16.181457678,16.690961523,17.593043689,29.369999616,41.930314573,30.282808177,33.300035202,33.171870576,34.529360957,35.971865545,36.821291867,38.08758487,39.320300843,41.79450343,43.54967262,45.04549907,46.064443939,47.5343582,49.509992857,51.294858333,56.52453333,57.22111667,55.14099167,56.1576,NA,NA,NA,NA,NA,NA,NA
DZA,EXCH,4.9370600039,4.9370600039,4.9370600039,4.9370600039,4.9370600039,4.9370600039,4.9370600039,4.9370600039,4.9370600039,4.9370600039,4.9370600039,4.9126383369,4.4805149532,3.9624954122,4.180749999,3.9494083323,4.163824999,4.1467583323,3.965899999,3.8532666657,3.837449999,4.3158083323,4.5921916657,4.788799999,4.9833749996,5.0278,4.7023166667,4.8497416667,5.9147666667,7.6085583333,8.9575083333,18.472875,21.836075,23.345406667,35.058500833,47.662726667,54.748933333,57.70735,58.738958333,66.573875,75.259791667,77.215020833,79.6819,77.394975,72.06065,73.276308333,72.646616667,69.2924,64.5828,72.647416667,74.385983333,72.93788333,77.535966667,79.3684,80.57901667,100.6914333,109.44306667,110.9730167,116.59379167,119.35355833,126.7768,135.0640583,141.994975,135.8429333,NA,NA,NA,NA,NA,NA,NA
ECU,EXCH,15.000000015,16.500000017,18.000000018,18.000000018,18.000000018,18.000000018,18.000000018,18.000000018,18.000000018,18.000000018,20.916666687,25.000000022,25.000138181,24.999976992,24.999979286,24.999999999,24.999999999,24.999999999,24.999999999,24.999999999,24.999999999,24.999999999,30.025833332,44.115008332,62.535899999,69.556249999,122.77924167,170.46166667,301.61083333,526.34833333,767.75083333,1046.2493333,1533.9616667,1919.105,2196.7283333,2564.4941667,3189.4741667,3998.2666667,5446.5729,11786.801667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA
EGY,EXCH,0.3482419993,0.3482419993,0.4044891254,0.4347826089,0.4347826089,0.4347826089,0.4347826089,0.4347826089,0.4347826089,0.4347826089,0.4347826089,0.4347826414,0.4347826089,0.3979562432,0.3913036675,0.3913036675,0.3913036675,0.3913036675,0.3913036675,0.7000007005,0.7000007005,0.7000007005,0.7000007005,0.7000007005,0.7000007002,0.7000007,0.7000007,0.7000007,0.7000007,0.8666666667,1.55,3.1380083333,3.3217483333,3.3525175,3.3851333333,3.3922083333,3.3914833333,3.38875,3.388,3.39525,3.47205,3.973,4.4996666667,5.850875,6.1962416667,5.7788333333,5.7331666667,5.6354333333,5.4325,5.5445533086,5.6219429176,5.932827652,6.0560583333,6.870325,7.077608561,7.691258333,10.025400789,17.78253352,17.767290422,16.770581843,15.75917292,15.64452728,19.16043974,30.6264137,NA,NA,NA,NA,NA,NA,NA
ERI,EXCH,2.4866905219,2.4866905219,2.4866905219,2.4879833274,2.5022041878,2.5022041878,2.5022041878,2.5022041878,2.5022041878,2.5022041878,2.5022041878,2.4956734349,2.3020278528,2.1006004157,2.0718250675,2.0718250675,2.0718250675,2.0718250675,2.0718250675,2.0718250675,2.0718250675,2.0718250675,2.0718250675,2.0718250675,2.0718250675,2.0718250675,2.0718250675,2.0718250675,2.0718250675,2.0718250675,2.0718250675,2.0718250675,2.8049708946,5.0044083757,5.4698183546,6.1637629827,6.3572751139,6.758821784,7.3619304167,8.1526333333,9.625,11.309452083,13.958194167,13.877890583,13.7875,15.367916667,15.375,15.375,15.375,15.375,15.375,15.375,15.375,15.375,15.375,15.375,15.35,15.075,15.075,15.075,15.075,15.075,15.075,15.075,NA,NA,NA,NA,NA,NA,NA
ESH,EXCH,5.0604900041,5.0604900041,5.0604900041,5.0604900041,5.0604900041,5.0604900041,5.0604900041,5.0604900041,5.0604900041,5.0604900041,5.0604900041,5.0499588536,4.5924803201,4.1069208323,4.3697666657,4.052487499,4.419312499,4.5033458323,4.1666708323,3.8991341657,3.9366458323,5.1722958323,6.023022499,7.1113233323,8.8105358328,10.062494166,9.1044416664,8.359225,8.20915,8.48817,8.2423416667,8.70655,8.537875,9.2987091667,9.202715,8.5402358333,8.7158758333,9.5271066667,9.6044158333,9.8044191667,10.625636167,11.302975,11.020583333,9.5743833333,8.8680166667,8.8650083333,8.7955833333,8.1923333333,7.750325,8.0571,8.4171583333,8.089875,8.6284445833,8.405503917,8.406336688,9.76434828,9.8074760315,9.691997889,9.3861024209,9.6170760995,9.496847322,8.988484024,10.16066024,10.1314261,NA,NA,NA,NA,NA,NA,NA
ESP,EXCH,0.3606072626,0.3606072626,0.3606072626,0.3606072626,0.3606072626,0.3606072626,0.3606072626,0.3706243314,0.4207084731,0.4207084731,0.4207084731,0.4175152958,0.3862788937,0.350150253,0.3467028476,0.3450224178,0.4020945272,0.4565396127,0.4607827582,0.4034293751,0.4309370981,0.554865193,0.6602658878,0.8620316613,0.9661930691,1.0219850228,0.8417054319,0.7421177263,0.70010097,0.7114661089,0.6126356785,0.6245236979,0.6153101823,0.764848004,0.8051037948,0.7493959828,0.7612539517,0.8799658625,0.8978820333,0.9382830724,1.0827050813,1.1165330856,1.0575589962,0.8840479272,0.8039216477,0.8038001922,0.7964327309,0.7296724,0.67992268,0.716957702,0.7543089901,0.718413899,0.77833812040000006,0.752945123,0.752728197,0.901296423,0.9034214363,0.885205508,0.8467726671,0.8932762571,0.875506397,0.845494139,0.949623753,0.924839558,NA,NA,NA,NA,NA,NA,NA
