country,indicator,v1960,v1961,v1962,v1963,v1964,v1965,v1966,v1967,v1968,v1969,v1970,v1971,v1972,v1973,v1974,v1975,v1976,v1977,v1978,v1979,v1980,v1981,v1982,v1983,v1984,v1985,v1986,v1987,v1988,v1989,v1990,v1991,v1992,v1993,v1994,v1995,v1996,v1997,v1998,v1999,v2000,v2001,v2002,v2003,v2004,v2005,v2006,v2007,v2008,v2009,v2010,v2011,v2012,v2013,v2014,v2015,v2016,v2017,v2018,v2019,v2020,v2021,v2022,v2023,v2029,v2024,v2025,v2026,v2027,v2028,pop2029
RCEP,GDP-PPP,1551652.5908,1591100.2403,1680746.1155,1798617.2219,1976129.9835,2104352.8752,2287933.2341,2432287.1992,2649125.0153,2942348.8525,3129014.7385,3283101.2637,3494442.5418,3768928.6427,3817600.9529,3974410.1734,4150311.8253,4366893.1629,4645832.117,4915559.6068,5116643.5689,5365534.175,5577783.5273,5875013.858,6246043.2631,6589282.8109,6900992.4028,7355201.0065,7927801.3191,8366976.8738,8798791.0154,9275104.3409,9759244.0505,10248423.58,10861384.108,11561411.243,12281755.544,12822698.573,12789682.704,13289070.789,14029070.437,14593931.578,15305628.063,16162036.47,17156952.542,18251559.229,19546117.556,21131096.837,22196605.72,22981310.048,24804633.337,26298884.213,27793711.13,29359492.557,30867432.446,32491268.885,34146158.434,36008017.766,37866141.888,39548296.421,39530558.092,42051764.319,43414021.731,45278901.276,55714065.161,47068480.796,48816717.822,50536130.391,52248588.182,53964332.601,NA
ROU,GDP-PPP,68764.03775,73113.06277,77548.17067,82325.40285,87310.85261,92547.19351,103130.238,107748.5479,110183.1484,115108.2666,118514.7944,133953.0607,148150.1148,163587.6453,183713.3821,202716.3627,224880.8659,249663.1717,269151.0123,282853.6416,292187.8351,292479.6988,303886.2241,322119.6553,341447.0923,341105.6182,349291.9777,352086.2672,350326.0646,330007.0639,311485.6347,271249.1413,247467.1424,251250.5054,261129.5314,277406.2319,288246.4566,274269.123,268702.0183,267689.8773,274278.4001,288590.728,305048.9783,312190.6259,344746.2434,360839.4899,389810.6115,418008.776,456914.8455,431704.9688,414863.174,433602.9358,441949.745,443142.8493,461403.2535,475985.9466,489587.4902,529716.5798,561653.2847,583294.7071,561844.0147,594393.0096,622591.0295,635729.1466,782731.5824,653347.5064,676874.8052,702927.4291,729982.9525,756262.5343,NA
RUS,GDP-PPP,1014599.971,1071417.867,1112130.676,1099895.647,1220883.193,1297800.006,1363988.829,1426731.637,1512332.321,1556191.506,1676016.172,1758654.558,1841297.364,2005985.276,2115975.82,2198618.626,2335956.591,2445947.135,2555342.503,2637985.31,2682830.875,2739168.527,2818341.005,2908523.747,2949241.292,2981680.696,3106912.455,3147299.733,3194503.581,3287144.379,3188536.362,3027612.031,2587664.345,2363353.067,2066285.434,1980667.76,1906291.73,1932977.936,1830532.112,1947684.037,2142454.088,2251719.019,2357549.689,2529649.779,2711783.618,2885327.689,3121937.517,3387289.716,3563449.974,3285497.252,3433326.922,3580964.427,3725088.06,3790479.012,3818370.366,3743041.747,3750289.107,3818782.148,3925982.679,4012264.694,3905805.371,4125092.91,4039689.363,4184496.586,4618953.187,4316850.417,4395046.076,4449984.163,4505608.958,4561929.075,NA
RWA,GDP-PPP,2549.659043,2440.086783,2716.641298,2449.85505,2144.480797,2294.798806,2455.639208,2625.471645,2809.616475,3118.88136,3306.058692,3345.950944,3354.753077,3470.092445,3519.014627,3444.628802,4116.489084,4198.576383,4582.781424,5126.753366,5585.680452,5889.329185,5995.975892,6354.556232,6085.073911,6352.9844,6700.62844,6699.017871,7000.39496,6997.837418,6829.938927,6658.208332,7049.226612,6477.626547,3222.744414,4357.926429,4913.374472,5593.864676,6089.406659,6354.410838,6886.330746,7470.607303,8456.135135,8642.371384,9286.026274,10156.86036,11094.04218,11940.88318,13273.63557,14103.00693,15137.41286,16342.10783,17754.31327,18592.29027,19738.90791,21487.15179,22770.09724,23664.70603,25684.76282,28115.12865,27165.8165,30120.30856,32578.24136,34841.95705,52803.72885,37256.85879,39862.07552,42770.93143,45878.07697,49211.30498,NA
SAF,GDP-PPP,151548.2997,157377.7064,167145.5226,179479.7725,193725.3785,205686.0232,214795.6092,230269.0893,239846.7276,251218.2712,264490.8029,276136.8905,281068.3828,294428.2431,312520.8291,317964.6673,325343.7727,325615.3619,335948.4585,348950.0148,372205.05,392077.0342,391277.0392,384979.2675,404448.1142,400395.398,401754.4923,411342.6244,429794.6616,441521.3099,442008.4993,439631.2613,432214.4131,437502.5849,451457.6488,466182.0394,486364.9739,500173.5819,503116.6142,516554.5936,537591.6903,551373.0433,572313.4806,589824.3017,617158.7074,649124.0855,686353.0709,723143.5438,746063.4926,731636.4377,756277.0342,781574.1846,800549.7249,823622.797,837626.7278,847528.3637,855267.9125,865463.8459,879650.414,882825.3889,828967.3007,870603.3298,889853.1994,897485.1991,980549.3632,907366.0313,920540.7381,935009.8022,949937.3298,965132.6766,NA
SAU,GDP-PPP,83721.12487,93664.49096,104832.0335,113947.6491,123948.8159,138991.73560000001,150363.2166,163759.9053,176302.4368,186947.3779,296586.3977,357422.8423,439382.1897,545583.187,634120.7825,577502.583,680419.1704,728683.7502,690648.4544,772969.8241,816661.6153,832529.3862,659946.9742,554016.3367,528191.1327,476457.4387,557515.9339,520538.7127,588777.7618,585816.116,674821.6535,776098.0801,807045.3016,796039.2909,800486.9236,802184.6859,823341.6995,832429.5967,856514.803,824281.7076,870650.9833,860109.6311,835861.6395,929829.7191,1003829.676,1059781.636,1089332.61,1109454.003,1178792.357,1154518.085,1212699.943,1346021.284,1419075.164,1459523.674,1518308.198,1589519.055,1627080.577,1625946.534,1670859.14,1684765.37,1611623.175,1681343.681,1827296.688,1813502.53,2261356.238,1859818.36,1970821.492,2049195.774,2120927.591,2184468.865,NA
SDN,GDP-PPP,100911.9997,100934.5953,107915.0726,104842.761,103668.0512,110693.7119,106736.2484,108256.2593,110381.5688,111915.1556,118546.2122,121210.318,115063.7591,115791.1867,129043.8229,149321.0807,174205.7669,185048.0791,174072.9021,165336.8806,167857.1275,180341.6082,191087.563,195028.7473,185259.9391,173623.6816,183023.3396,209050.8775,208358.7272,226968.0654,214552.7901,230667.6579,245840.6567,257072.4997,259659.2384,275231.2424,291522.5203,344908.0401,359768.4177,370935.9734,394475.0785,420117.3808,445351.6117,473358.9202,497693.7746,525781.2,560122.135,592246.6756,615028.8933,598006.7118,621079.2576,601120.6764,498901.9784,508656.2337,532366.6313,542535.7757,561348.9751,565330.378,550174.2632,538190.0865,518654.8583,508963.6861,504111.1905,411866.9536,524388.7006,394563.4783,415873.2981,446645.9558,477910.1896,501800.7833,NA
SEM,GDP-PPP,24654.47569,25960.85548,26885.87839,29615.24335,32548.01603,33014.4375,34648.47664,35804.27737,37912.29734,42163.35365,44171.01654,48074.77654,49777.80574,51077.32129,58636.51182,59022.0394,62166.73495,67351.41619,73538.62554,77421.96657,79420.33231,80388.88672,80897.88392,79975.29392,81337.71728,80864.51845,83734.47021,82955.59502,80763.29248,81202.43072,73829.25001,65250.08433,63814.58248,66489.02951,68151.217310000007,72312.58827,76790.03397,82347.61844,85042.95966,76905.91515,81335.49753,87920.77444,92552.46689,96608.20285,104356.7469,110065.0073,115923.343,123514.2284,130731.8372,127785.8933,129466.0182,132806.4229,132026.8393,136272.9958,135233.4992,138505.6178,143462.6352,147269.0844,153757.026,160464.8917,156185.7142,169435.1962,174817.281,179880.3607,226374.8315,186236.5252,194202.112,201804.3363,209668.5588,217873.6831,NA
SEN,GDP-PPP,9378.753835,9659.501978,9646.34232,9826.196306,10207.83861,10343.82636,10641.39352,10511.59056,11172.85092,10440.5663,11334.49234,11318.57311,12041.06127,11368.77991,11846.35684,12739.05832,13875.44649,13503.1814,12969.27489,13877.34274,14430.73814,15178.28351,16394.12237,15468.27082,16077.07759,16633.84036,17153.97815,18227.10759,18078.26949,18796.66075,18656.38461,19152.63748,19405.49692,19669.45302,19660.10591,20735.23548,21154.08251,21798.35147,23084.12272,24534.56931,25488.27978,26587.04166,26605.30605,28093.59381,29398.06195,30665.18855,31379.92386,32267.07171,33461.97593,34382.88447,35548.77001,36023.02298,37465.02298,38368.82368,40756.92783,43351.93921,46107.4182,49522.81883,52597.81002,55024.47736,55762.94644,59409.6612,61877.45327,64415.97357,93064.57977,69731.43628,76836.38018,80796.62668,84956.99192,89457.59451,NA
SGP,GDP-PPP,9537.761758,10313.89993,11092.95461,12206.70648,11827.91185,12754.54127,14052.96573,15810.79679,17949.52236,20432.62789,23281.34549,26171.36068,29656.22459,32800.67498,34807.22491,36195.59413,38887.52085,41552.26581,44783.86113,49062.71219,54024.60684,59867.86688,64119.7695,69604.88371,75724.74432,75253.20509,76263.71296,84498.61719,94016.19679,103567.1411,113738.366,121345.6401,129402.7547,144231.8586,160235.3775,171732.6893,184563.6428,199912.6709,195532.5041,206713.0762,225396.5484,222982.7253,231731.8317,242270.8561,266352.9519,285973.0837,311731.2228,339853.4652,346187.1446,346629.8125,396959.2275,421629.9434,440331.0581,461545.4358,479709.2544,493990.1056,511781.8265,535039.5336,554170.4852,561548.2835,539641.0343,587574.2688,609003.565,615551.5925,709636.4086,628477.6439,642932.5707,659156.9222,675547.8077,692324.9597,NA
SLB,GDP-PPP,272.8498669,283.0374431,288.3527002,298.9832145,309.6137288,335.7470764,351.6928479,361.9233518,378.9837129,368.0163732,386.904618,396.0440741,283.9331564,316.8352707,400.3091739,352.7838957,401.527763,459.4111625,500.2341628,624.5310853,586.7545577,576.2104646,566.5902531,588.6339661,589.6358229,571.166525,570.0160233,618.0188407,625.7452895,652.4286751,666.782106,706.7890427,796.5512388,828.4132846,895.5147708,985.8598118,1001.731244,992.5746474,1005.39387,1000.510364,857.6675031,789.4262781,767.3224775,817.3785049,880.1801474,944.9424113,984.0467771,1019.862856,1083.359207,1114.389517,1222.578777,1313.415764,1345.804616,1416.294364,1433.137185,1457.158659,1538.09991,1585.401835,1628.936897,1657.435381,1601.395567,1592.27173,1527.586655,1572.594027,1847.826024,1609.889856,1650.690931,1693.875574,1743.369662,1794.546269,NA
SLE,GDP-PPP,2985.055415,3039.056366,3177.058915,3231.059869,3447.063935,3694.568497,3757.37616,3758.739396,3834.663067,4161.585227,4520.334402,4677.005416,4719.10944,4825.601724,4994.489501,5077.858346,5055.049805,5057.409292,5179.107358,5412.750648,5674.917427,5838.436119,6117.615863,5988.974538,6234.105318,5902.990757,5975.954491,6408.09182,5954.39892,5997.866031,6198.794424,6344.587675,5138.296937,5208.925401,5107.487563,4698.901208,4781.311481,4500.309944,4580.641051,4489.977024,4788.683058,4484.81931,5674.378833,6212.516012,6615.015357,6903.000048,7198.663162,7772.869235,8195.394093,8458.419656,9019.846623,9561.924165,11015.50381,13337.46342,13945.55219,11087.95875,11791.68132,12234.31783,12659.20378,13324.28623,13061.9994,13598.1553,14068.31694,14545.53965,18858.79972,15128.10285,15811.91476,16526.27461,17266.05433,18041.25817,NA
SLV,GDP-PPP,13309.37974,13779.01055,15425.98843,16090.14563,17590.7913,18535.14602,19862.47335,20942.36601,21620.20597,22373.7607,23039.89358,23928.832,25392.68636,26627.19587,28048.02333,28868.01624,30325.63749,32381.73443,34105.33832,32679.64465,27504.21368,25930.70024,24294.86944,24668.77362,24998.1654,25151.73319,25200.69683,25832.77295,26317.95814,26571.67884,27855.86166,28272.05263,30257.30579,32017.77132,33520.06491,35106.93207,35391.81145,36502.3959,37470.54066,38280.66639,38712.4367,39052.95658,39667.22774,40288.17576,40646.5006,41736.16422,43546.26108,44350.82276,45306.31814,44350.91299,45306.31814,47015.99052,48373.67153,49429.64565,50284.48184,51491.30945,52798.70594,54005.53354,55312.93003,56620.32651,52195.29224,58028.29209,59536.82655,61621.11226,71110.79446,63469.14949,64928.59107,66421.1516,67949.03901,69512.2533,NA
SOM,GDP-PPP,3720.77822,3760.884026,3706.478844,3701.290072,3691.701172,3680.957874,3695.126945,3747.344424,3775.6757,3720.584363,3719.853064,3710.142031,3785.23131,3831.82728,3883.241893,3798.969372,3864.273098,3931.445093,3690.912467,3737.621359,3887.126214,3887.126039,3922.732653,4245.769911,4124.849473,3665.161688,4019.275402,4576.32006,4599.369835,4582.764077,4707.71093,4371.699018,3992.564289,4517.300385,4661.400667,4947.028525,5561.754886,5736.055104,5537.694337,5823.558194,6177.235549,6690.026794,6791.362349,6644.576579,7546.4185880000005,8438.312138,9352.580227,10424.02744,11548.6259,12565.19984,14142.20006,15723.05708,15912.83945,16812.24287,18077.5981,19875.74062,21152.61922,23162.15816,23855.63782,24720.84127,24088.03993,24884.78099,25490.25072,26202.11857,33313.45819,27173.29223,28232.53202,29360.26768,30566.28434,31879.93737,NA
SRB,GDP-PPP,20100.90308,21166.00031,21920.17557,24145.4389,26536.54144,26916.81693,28249.05627,29191.38572,30910.06373,34375.96874,36012.82517,39195.57797,40584.06521,41643.56598,47806.60745,48120.9298,50684.81399,54911.90754,59956.36669,63122.47181,64751.74824,65541.41494,65956.4026,65204.21089,66315.00068,65929.19959,68269.08395,67634.06356,65846.6696,66204.70096,60193.31411,53198.68238,52028.31137,54208.79987,55563.98893,58956.77308,62649.87407,67165.28847,69409.19838,62867.96336,66722.90936,71312.62801,75862.66271,79191.33203,86340.88143,91115.83188,95769.83736,101936.9605,107702.0834,104759.9296,105525.7714,107674.5681,106940.7203,110034.1268,108285.123,110240.8165,113921.3018,116314.975,121543.4742,126808.4153,125663.0583,135371.7205,138823.6392,142332.806,180018.3524,147264.6218,153823.574,159991.2817,166391.7587,173088.722,NA
STP,GDP-PPP,293.0169205,295.0429438,297.0689671,299.0949903,301.1210136,303.1470369,305.1730602,307.1990834,309.2251067,311.25113,313.2771532,331.0708642,344.5509482,321.904407,272.8369011,245.876733,250.7295633,264.2096473,268.5232742,344.7675833,340.9751398,305.9076747,315.2341282,303.1097386,284.8298898,311.3170177,293.2236979,284.6433607,290.2392328,299.3791572,292.8506398,296.3946921,298.4465119,301.8040352,308.5190817,314.674541,319.3377677,322.5087619,330.5295119,338.736791,340.4155526,348.4363026,360.1444181,390.0058625,403.8039032,430.5140161,468.6838595,485.7508505,516.0072268,533.0479224,540.7687699,551.5811683,567.8137727,596.8841396,626.168528,635.8095958,668.7243253,696.2287469,726.710612,741.3488845,760.808251,775.2582739,775.7643813,773.336616,942.3464295,795.9335082,828.4282127,855.3203819,883.146307,911.9059879,NA
SUN,GDP-PPP,1530913.2693,1616644.8619,1678075.7524,1659614.5173,1842170.6423,1938158.1514,2037544.4593,2131662.965,2259167.8797,2325181.835,2505421.5478,2628192.6136,2751105.3461,2996363.7251,3161814.299,3286619.0645,3491859.0557,3657219.5306,3822151.7881,3947812.4816,4016453.9618,4102557.6053,4220617.1257,4356328.4233,4419821.4218,4471581.4441,4650725.79,4711009.3012,4804695.8616,4942189.3974,4764843.3272,4477255.5309,3863368.5067,3482384.2241,2990840.8244,2823183.2772,2717080.617,2756198.7208,2663254.8833,2794849.6346,3043582.0514,3228051.0631,3395638.0459,3658696.5028,3953479.0623,4217060.1704,4584987.7975,4992904.4176,5238163.4006,4858356.9709,5088008.1497,5333241.0689,5530822.4227,5659410.2686,5681635.6526,5580839.2279,5622328.4467,5756360.8174,5941585.7264,6108044.0646,5950665.9483,6273935.89,6081623.3246,6310600.1051,7251833.1477,6514257.3909,6692871.5273,6825950.3096,6970125.952,7109204.8219,NA
SUR,GDP-PPP,2209.149864,2315.189056,2405.48143,2540.18839,2705.300636,3029.936711,3611.68456,4048.698392,4356.39947,4552.437445,4675.353257,4857.692034,4828.545881,4741.632057,4760.598585,4893.895345,5324.558135,5867.663066,6254.928826,6217.399254,5670.268121,6072.857155,5817.797155,5590.903066,5484.675908,5594.369427,5639.124382,5289.498669,5702.079566,5941.566909,5674.196397,5827.399651,5850.70925,5458.711838,5644.307981,5644.307981,5700.751131,6025.693812,6164.28487,6077.984852,6205.622465,6466.258635,6647.313921,7066.09466,7666.71272,8011.714807,8475.876998,8909.120414,9278.261517,9557.880389,10051.91051,10639.88372,10926.1338,11246.64556,11275.38108,10890.76701,10355.40016,10517.81405,11038.264,11167.14564,9383.172713,9154.656254,9377.455294,9578.920416,11431.9021,9862.463922,10157.19994,10461.88484,10775.27503,11098.61412,NA
SVK,GDP-PPP,22982.7629,24269.80437,25192.03271,24914.88429,27655.49947,29397.82247,30897.1346,32318.38743,34257.41787,35250.91804,37965.1916,39837.11994,41709.1484,45439.66619,47931.17679,49803.20525,52914.19084,55405.70144,57883.73011,59755.75858,60771.60228,62047.76523,63841.18368,65884.00709,66806.34271,67541.1615,70377.91677,71292.771170000007,72362.03478,74460.53821,72471.7072,64054.1597,63729.69842,64941.40915,68971.36741,73001.70656,77834.34475,82446.68059,85807.28913,85716.40523,86716.31046,89537.87225,93575.53128,98721.32874,103932.7091,110816.6515,120228.5064,133251.6926,140680.3228,133005.4611,141938.9494,145730.7813,147652.6833,148586.9406,152594.6125,160479.4529,163599.0955,168405.7486,175193.1569,179592.7052,173602.3935,181916.4662,185100.8198,187229.8428,218350.0295,191119.3654,196088.4208,201578.2156,207019.9422,212609.8792,NA
SVN,GDP-PPP,14762.38095,15544.60307,16098.4798,17732.74393,19488.80267,19768.08224,20746.49722,21438.55699,22700.77786,25246.18639,26448.31637,28785.774,29805.49821,30583.61022,35109.83303,35340.6757,37223.62767,40328.06358,44032.78408,46358.01542,47554.57854,48134.52067,48439.29335,47886.87336,48702.65273,48419.31508,50137.75848,49671.39074,48358.70392,48621.64709,44206.80153,40272.34745,38071.98804,39154.53421,41240.48694,42934.30076,44309.48721,46547.02494,48073.47296,50637.07016,52496.65058,54185.23773,56084.75444,57745.00929,60262.22624,62550.96785,66145.3954,70762.45087,73246.10072,67717.16405,68627.11125,69218.21654,67391.24434,66697.59803,68543.89235,70058.76888,72294.94143,75776.21695,79151.56777,81939.82268,78464.85135,84921.33137,87011.06108,88392.51856,102816.6708,90168.40856,92423.65675,94918.58404,97481.45186,100114.1475,NA
SWE,GDP-PPP,124726.6432,131812.7296,137426.6957,144748.6993,154622.2457,160531.1469,163887.6035,169403.0584,175566.7978,184361.0708,196296.0051,198150.3081,202685.4511,210727.9717,217467.4647,223019.1105,225378.886,221781.2563,225665.8611,234331.4385,238315.0058,239398.9358,242388.2257,246995.15,257441.8961,263003.6034,270081.8809,279140.0028,286283.3037,293883.5729,296101.4379,292708.19,289316.8935,283340.7164,294475.9298,306064.1256,310898.2756,320444.4889,334261.5309,348458.2339,365066.9691,370358.6098,378495.0963,387237.6158,404031.5545,415582.0213,434959.6698,449918.898,447891.7466,428454.1826,453956.2343,468461.6485,465705.6678,471237.2067,483761.7408,505479.1669,515945.5847,529194.6779,539514.0944,550229.9013,538288.7394,571377.4813,588014.6906,586861.1223,654653.5216,588120.3482,601193.7287,614272.2296,627753.6671,641083.5602,NA
SWZ,GDP-PPP,529.1284329,549.4755563,583.4181496,626.43686,676.1749524,736.3276832,769.0091822,824.3509057,858.5892033,899.0800547,946.2686619,1076.320361,1134.703145,1237.038319,1308.087453,1490.022065,1458.441975,1473.166302,1492.717115,1539.095015,1730.697757,1984.096849,2007.361731,2031.497344,2156.673234,2238.463248,2512.999082,2880.062561,3069.277532,3465.555148,4193.945548,4267.774774,4405.462018,4542.300695,4651.347303,4875.805115,5063.136163,5220.235424,5356.17241,5514.226375,5611.286341,5670.472218,5918.844522,6148.508331,6371.324998,6753.526549,7158.209125,7475.702586,7537.127737,7655.087467,7945.502728,8124.056429,8562.481753,8893.09748,8975.201273,9175.122146,9272.61793,9460.53478,9685.704541,9946.460007,9791.330769,10837.37165,10889.00576,11447.90431,13807.44034,11871.25605,12259.09637,12650.6503,13059.37968,13443.04219,NA
SYC,GDP-PPP,233.9356904,222.5143034,241.2245995,265.6741671,281.4000757,278.415628,317.1056767,318.7062343,342.7788672,342.7788672,373.1897621,432.3469663,459.6207445,501.235663,507.7660102,523.8997931,609.1783558,571.4688339,692.3441645,801.6953602,760.8034694,731.308769,716.1628201,711.7495724,742.3948249,818.8150301,825.0539636,865.2716512,911.3595703,1005.098868,1080.02664,1109.839979,1189.449288,1276.31918,1245.220785,1251.260563,1376.360917,1544.189437,1582.291399,1611.911975,1680.469789,1642.303583,1662.221981,1564.364837,1519.773337,1656.640503,1812.466239,1973.341947,1919.549705,1871.956851,1956.29098,2142.330014,2208.971012,2236.665654,2327.556853,2425.188248,2548.98991,2620.022875,2717.13874,2849.653207,2629.420768,2772.114772,3021.613623,3132.753434,3877.2744,3233.936971,3356.422305,3482.612299,3611.349247,3742.980461,NA
SYR,GDP-PPP,5709.013581,6327.474669,7879.053537,7197.298995,7864.586768,8045.423021,7429.218803,8042.700114,8342.618854,9908.354486,9730.315934,10601.74499,13322.22857,11927.41056,15004.1783,17457.59793,19596.92994,19244.27969,21157.65954,21345.53719,24442.37269,26337.96274,27072.55134,27700.72656,25592.5267,27985.63456,25759.95693,26193.312140000002,30911.02628,26692.5113,27690.69268,29813.59083,33681.24538,35752.94361,38331.81387,41025.2331,45056.19585,47319.73105,50530.5189,48734.94224,49064.21627,49578.05948,51538.7884,55251.86694,59065.8809,62736.87137,65902.69659,69642.40559,72760.06817,77061.674540000007,81062.64412,83372.93178,61413.32104,45261.56377,40594.9427,38898.15869,36406.50184,36143.18024,36646.71839,37094.06679,37026.433,37507.67966,37205.98191,36461.83789,46690.90114,36097.34142,36638.77455,39203.48528,41751.65174,44256.80309,NA
TCD,GDP-PPP,4070.95379,4127.855288,4349.113125,4279.551059,4172.094118,4197.386512,4121.53586,4153.156339,4134.167326,4418.652203,4500.823955,4399.66225,4450.241475,4077.271944,4279.580166,4665.18178,4804.239898,4911.596637,4888.5301,3840.376074,3608.122773,3645.752539,3840.676671,4442.845529,4533.874941,5521.932041,5296.545135,5170.020814,5970.462001,6262.103254,6000.443,6512.589041,7033.690162,5928.708898,6529.695458,6610.438362,6756.824737,7138.81455,7635.074947,7582.938821,7516.233149,8392.485729,9105.109302,10445.53317,13958.30037,16377.62749,16483.79742,17023.06479,17542.72644,18282.62524,20759.9394,20777.14312,22622.68866,23912.18222,25562.11922,26269.59578,24626.2941,23890.28904,24457.45353,25251.63154,24847.60373,24549.43484,25098.35521,26194.99112,31087.31717,26957.88561,27945.99266,28726.2754,29484.60913,30283.25825,NA
TGO,GDP-PPP,1869.058836,2096.510537,2175.625567,2284.400193,2610.749862,3014.364291,3297.977359,3479.378368,3654.171615,4049.950131,4152.183131,4152.183131,4468.793635,4640.282876,4864.540747,4983.261868,4881.029124,5220.704108,5797.353561,5497.761249,6299.167492,6090.338369,5872.157931,5554.238845,5862.807642,6188.518977,6286.7001,6318.772465,6738.488698,7012.0728,6994.987454,6946.024816,6669.525322,5662.705285,6511.115253,7021.966439,7642.442253,8741.225033,8540.187646,8752.133875,8683.562691,8755.066511,9090.089864,9700.959485,9606.019557,9157.773926,9400.467033,9290.000228,9664.911683,10192.01895,10788.69569,11416.94865,12136.52415,12843.38758,13566.88646,14308.72806,14911.82601,15509.47896,16253.18691,17053.30419,17422.0455,18465.8994,19538.86909,20593.96714,28288.28403,21685.44745,22834.7773,24090.68783,25415.67981,26813.54013,NA
THA,GDP-PPP,44362.65793,46741.44855,50272.4165,54294.12476,58002.95433,62748.55973,69727.77989,75735.51309,81886.95614,87251.09213,97204.65228,101963.1833,106325.6863,117209.644,122444.5237,128530.5127,140518.3108,154350.179,170241.6822,179386.6679,188667.3107,199811.6393,210506.2551,222261.3506,235046.7797,245969.9685,259581.5229,284292.1167,322068.9003,361329.2041,401679.8395,436057.3539,471304.9027,510197.115,550996.7105,595739.3466,629411.3523,612080.378,565352.2786,591202.3401,617543.1903,638811.6282,678091.452,726841.266,772557.1137,804907.3363,844892.6688,890814.8709,906188.2678,899930.7124,967545.2153,975673.9024,1046339.103,1074459.062,1085038.904,1119042.75,1157483.213,1205839.839,1256761.95,1283337.04,1205477.324,1223463.613,1255244.967,1278737.038,1519924.467,1313262.96,1351348.978,1391942.273,1433423.476,1475975.481,NA
TJK,GDP-PPP,6584.581183,6953.319664,7217.538869,7138.135611,7923.324197,8422.501226,8852.055429,9259.245578,9814.779452,10099.4181,10877.05979,11413.36886,11949.70661,13018.50314,13732.32305,14268.6608,15159.96083,15873.78074,16583.73807,17120.07583,17411.11591,17776.73769,18290.5536,18875.82425,19140.0742,19974.41747,20673.52205,20425.43978,23264.57613,21752.37853,21621.86434,20086.71217,14261.56543,11922.66872,9383.140517,8218.099555,6845.677059,6960.730581,7330.544986,7601.742215,8234.535904,9023.4733,9998.008756,11097.78963,12240.86184,13060.9994,13975.26978,15065.34084,16255.5025,16889.46729,17987.28251,19318.34152,20767.21703,22303.99104,23798.35859,25230.85398,26971.78291,28886.77949,31082.17473,33382.25566,34851.07491,38127.07596,41177.24203,44655.42869,59241.37273,47460.41793,49704.40932,51836.20114,54192.3921,56660.78263,NA
TKM,GDP-PPP,5948.197616,6281.29843,6519.981498,6448.252371,7157.554411,7608.487209,7996.526056,8364.362278,8866.205171,9123.334195,9825.818729,10310.29484,10794.79687,11760.29685,12405.12782,12889.62985,13694.78792,14339.6189,14980.9606,15465.46263,15728.37441,16058.65974,16522.81661,17051.52229,17290.23313,17480.4125,18214.59668,18451.37129,20485.38075,19613.66234,26553.87009,25330.99448,21539.96124,21863.060700000002,18080.7817,16778.95802,17903.14689,15862.1881,16988.40351,19791.49001,20873.89929,21780.62927,21836.64468,22550.44715,23678.06139,26764.26817,29701.19384,32985.93781,37834.87067,40142.79782,43835.93522,50279.81766,55860.8774,61558.68695,67899.23169,72312.68169,76796.06793,81787.81238,86858.6567,92330.75211,89191.5065,93205.12431,94789.6114,96641.30499,110527.2796,98857.46439,101094.3517,103390.8318,105724.4493,108099.5228,NA
TLS,GDP-PPP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2037.488579,2370.646098,2211.726238,2163.460529,2172.114458,2236.942943,2144.868298,2365.047361,2634.539893,2901.865455,3172.653371,3361.697182,3525.09657,3634.528499,3797.08273,3903.297238,4034.767114,3907.891036,3880.817139,4789.394696,6320.177144,6656.128525,5288.85411,5365.455902,6457.864055,5555.295124,5731.812295,5908.329466,6088.17715,6271.355346,NA
TON,GDP-PPP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136.5502425,138.9742113,131.7023049,146.2461177,155.7399955,158.1639643,165.2338733,167.6578421,172.5057797,199.7616929,227.4313869,238.2145126,242.9368835,247.1600788,263.3699822,268.949899,276.9797689,271.767364,272.8270035,267.2501701,284.3941283,285.1107323,295.7683294,310.4163189,333.3204982,339.338704,343.490342,351.9359421,364.995866,368.1931935,381.9964827,400.5157211,409.7598062,399.8817241,400.2057637,399.6109167,400.694243,419.7278993,397.9057882,401.1029222,428.451227,431.9778207,433.3269216,442.0744941,447.2551133,476.6442489,492.4804326,493.6684331,497.1561189,499.5854489,486.2589763,476.5821807,488.6781751,539.4813518,501.2580094,512.870164,520.6116005,526.9015176,533.1914347,NA
